"account","period","start_date","end_date","commodity","value"
"Liquid assets","2012-02-12","2012-02-12","2012-02-12","USD","14709.80"
"Liquid assets","2012-02-13","2012-02-13","2012-02-13","USD","14709.80"
"Liquid assets","2012-02-14","2012-02-14","2012-02-14","USD","14709.80"
"Liquid assets","2012-02-15","2012-02-15","2012-02-15","USD","14709.80"
"Liquid assets","2012-02-16","2012-02-16","2012-02-16","USD","16065.02"
"Liquid assets","2012-02-17","2012-02-17","2012-02-17","USD","16665.02"
"Liquid assets","2012-02-18","2012-02-18","2012-02-18","USD","16665.02"
"Liquid assets","2012-02-19","2012-02-19","2012-02-19","USD","16665.02"
"Liquid assets","2012-02-20","2012-02-20","2012-02-20","USD","14882.67"
"Liquid assets","2012-02-21","2012-02-21","2012-02-21","USD","14882.67"
"Liquid assets","2012-02-22","2012-02-22","2012-02-22","USD","14882.67"
"Liquid assets","2012-02-23","2012-02-23","2012-02-23","USD","14802.78"
"Liquid assets","2012-02-24","2012-02-24","2012-02-24","USD","14802.78"
"Liquid assets","2012-02-25","2012-02-25","2012-02-25","USD","14802.78"
"Liquid assets","2012-02-26","2012-02-26","2012-02-26","USD","14802.78"
"Liquid assets","2012-02-27","2012-02-27","2012-02-27","USD","14802.78"
"Liquid assets","2012-02-28","2012-02-28","2012-02-28","USD","14802.78"
"Liquid assets","2012-02-29","2012-02-29","2012-02-29","USD","14802.78"
"Liquid assets","2012-03-01","2012-03-01","2012-03-01","USD","16158.00"
"Liquid assets","2012-03-02","2012-03-02","2012-03-02","USD","16758.00"
"Liquid assets","2012-03-03","2012-03-03","2012-03-03","USD","16758.00"
"Liquid assets","2012-03-04","2012-03-04","2012-03-04","USD","14354.00"
"Liquid assets","2012-03-05","2012-03-05","2012-03-05","USD","12571.85"
"Liquid assets","2012-03-06","2012-03-06","2012-03-06","USD","12571.85"
"Liquid assets","2012-03-07","2012-03-07","2012-03-07","USD","12571.85"
"Liquid assets","2012-03-08","2012-03-08","2012-03-08","USD","12571.85"
"Liquid assets","2012-03-09","2012-03-09","2012-03-09","USD","11926.85"
"Liquid assets","2012-03-10","2012-03-10","2012-03-10","USD","11926.85"
"Liquid assets","2012-03-11","2012-03-11","2012-03-11","USD","11926.85"
"Liquid assets","2012-03-12","2012-03-12","2012-03-12","USD","11926.85"
"Liquid assets","2012-03-13","2012-03-13","2012-03-13","USD","11926.85"
"Liquid assets","2012-03-14","2012-03-14","2012-03-14","USD","11926.85"
"Liquid assets","2012-03-15","2012-03-15","2012-03-15","USD","13282.07"
"Liquid assets","2012-03-16","2012-03-16","2012-03-16","USD","13882.07"
"Liquid assets","2012-03-17","2012-03-17","2012-03-17","USD","13882.07"
"Liquid assets","2012-03-18","2012-03-18","2012-03-18","USD","13882.07"
"Liquid assets","2012-03-19","2012-03-19","2012-03-19","USD","12099.98"
"Liquid assets","2012-03-20","2012-03-20","2012-03-20","USD","12099.98"
"Liquid assets","2012-03-21","2012-03-21","2012-03-21","USD","12019.86"
"Liquid assets","2012-03-22","2012-03-22","2012-03-22","USD","12019.86"
"Liquid assets","2012-03-23","2012-03-23","2012-03-23","USD","12019.86"
"Liquid assets","2012-03-24","2012-03-24","2012-03-24","USD","12019.86"
"Liquid assets","2012-03-25","2012-03-25","2012-03-25","USD","12019.86"
"Liquid assets","2012-03-26","2012-03-26","2012-03-26","USD","12019.86"
"Liquid assets","2012-03-27","2012-03-27","2012-03-27","USD","12019.86"
"Liquid assets","2012-03-28","2012-03-28","2012-03-28","USD","12019.86"
"Liquid assets","2012-03-29","2012-03-29","2012-03-29","USD","13375.08"
"Liquid assets","2012-03-30","2012-03-30","2012-03-30","USD","13975.08"
"Liquid assets","2012-03-31","2012-03-31","2012-03-31","USD","13975.08"
"Liquid assets","2012-04-01","2012-04-01","2012-04-01","USD","13975.08"
"Liquid assets","2012-04-02","2012-04-02","2012-04-02","USD","12192.84"
"Liquid assets","2012-04-03","2012-04-03","2012-04-03","USD","9792.84"
"Liquid assets","2012-04-04","2012-04-04","2012-04-04","USD","9788.84"
"Liquid assets","2012-04-05","2012-04-05","2012-04-05","USD","9788.84"
"Liquid assets","2012-04-06","2012-04-06","2012-04-06","USD","9788.84"
"Liquid assets","2012-04-07","2012-04-07","2012-04-07","USD","9246.12"
"Liquid assets","2012-04-08","2012-04-08","2012-04-08","USD","9181.12"
"Liquid assets","2012-04-09","2012-04-09","2012-04-09","USD","9181.12"
"Liquid assets","2012-04-10","2012-04-10","2012-04-10","USD","9181.12"
"Liquid assets","2012-04-11","2012-04-11","2012-04-11","USD","9181.12"
"Liquid assets","2012-04-12","2012-04-12","2012-04-12","USD","10536.34"
"Liquid assets","2012-04-13","2012-04-13","2012-04-13","USD","11136.34"
"Liquid assets","2012-04-14","2012-04-14","2012-04-14","USD","11136.34"
"Liquid assets","2012-04-15","2012-04-15","2012-04-15","USD","11136.34"
"Liquid assets","2012-04-16","2012-04-16","2012-04-16","USD","9354.53"
"Liquid assets","2012-04-17","2012-04-17","2012-04-17","USD","9354.53"
"Liquid assets","2012-04-18","2012-04-18","2012-04-18","USD","9354.53"
"Liquid assets","2012-04-19","2012-04-19","2012-04-19","USD","9354.53"
"Liquid assets","2012-04-20","2012-04-20","2012-04-20","USD","9354.53"
"Liquid assets","2012-04-21","2012-04-21","2012-04-21","USD","9354.53"
"Liquid assets","2012-04-22","2012-04-22","2012-04-22","USD","9274.42"
"Liquid assets","2012-04-23","2012-04-23","2012-04-23","USD","9274.42"
"Liquid assets","2012-04-24","2012-04-24","2012-04-24","USD","9274.42"
"Liquid assets","2012-04-25","2012-04-25","2012-04-25","USD","9274.42"
"Liquid assets","2012-04-26","2012-04-26","2012-04-26","USD","10629.64"
"Liquid assets","2012-04-27","2012-04-27","2012-04-27","USD","11229.64"
"Liquid assets","2012-04-28","2012-04-28","2012-04-28","USD","11229.64"
"Liquid assets","2012-04-29","2012-04-29","2012-04-29","USD","11229.64"
"Liquid assets","2012-04-30","2012-04-30","2012-04-30","USD","9448.21"
"Liquid assets","2012-05-01","2012-05-01","2012-05-01","USD","9448.21"
"Liquid assets","2012-05-02","2012-05-02","2012-05-02","USD","9448.21"
"Liquid assets","2012-05-03","2012-05-03","2012-05-03","USD","9448.21"
"Liquid assets","2012-05-04","2012-05-04","2012-05-04","USD","7044.21"
"Liquid assets","2012-05-05","2012-05-05","2012-05-05","USD","7044.21"
"Liquid assets","2012-05-06","2012-05-06","2012-05-06","USD","7044.21"
"Liquid assets","2012-05-07","2012-05-07","2012-05-07","USD","6465.33"
"Liquid assets","2012-05-08","2012-05-08","2012-05-08","USD","6400.33"
"Liquid assets","2012-05-09","2012-05-09","2012-05-09","USD","6400.33"
"Liquid assets","2012-05-10","2012-05-10","2012-05-10","USD","7755.55"
"Liquid assets","2012-05-11","2012-05-11","2012-05-11","USD","8355.55"
"Liquid assets","2012-05-12","2012-05-12","2012-05-12","USD","8355.55"
"Liquid assets","2012-05-13","2012-05-13","2012-05-13","USD","8355.55"
"Liquid assets","2012-05-14","2012-05-14","2012-05-14","USD","6573.83"
"Liquid assets","2012-05-15","2012-05-15","2012-05-15","USD","6573.83"
"Liquid assets","2012-05-16","2012-05-16","2012-05-16","USD","6573.83"
"Liquid assets","2012-05-17","2012-05-17","2012-05-17","USD","6573.83"
"Liquid assets","2012-05-18","2012-05-18","2012-05-18","USD","6573.83"
"Liquid assets","2012-05-19","2012-05-19","2012-05-19","USD","6573.83"
"Liquid assets","2012-05-20","2012-05-20","2012-05-20","USD","6573.83"
"Liquid assets","2012-05-21","2012-05-21","2012-05-21","USD","6573.83"
"Liquid assets","2012-05-22","2012-05-22","2012-05-22","USD","6573.83"
"Liquid assets","2012-05-23","2012-05-23","2012-05-23","USD","6493.77"
"Liquid assets","2012-05-24","2012-05-24","2012-05-24","USD","7848.99"
"Liquid assets","2012-05-25","2012-05-25","2012-05-25","USD","8448.99"
"Liquid assets","2012-05-26","2012-05-26","2012-05-26","USD","8448.99"
"Liquid assets","2012-05-27","2012-05-27","2012-05-27","USD","8448.99"
"Liquid assets","2012-05-28","2012-05-28","2012-05-28","USD","6666.83"
"Liquid assets","2012-05-29","2012-05-29","2012-05-29","USD","6666.83"
"Liquid assets","2012-05-30","2012-05-30","2012-05-30","USD","6666.83"
"Liquid assets","2012-05-31","2012-05-31","2012-05-31","USD","6666.83"
"Liquid assets","2012-06-01","2012-06-01","2012-06-01","USD","6666.83"
"Liquid assets","2012-06-02","2012-06-02","2012-06-02","USD","6666.83"
"Liquid assets","2012-06-03","2012-06-03","2012-06-03","USD","6666.83"
"Liquid assets","2012-06-04","2012-06-04","2012-06-04","USD","6662.83"
"Liquid assets","2012-06-05","2012-06-05","2012-06-05","USD","4262.83"
"Liquid assets","2012-06-06","2012-06-06","2012-06-06","USD","4262.83"
"Liquid assets","2012-06-07","2012-06-07","2012-06-07","USD","5618.05"
"Liquid assets","2012-06-08","2012-06-08","2012-06-08","USD","6153.05"
"Liquid assets","2012-06-09","2012-06-09","2012-06-09","USD","6153.05"
"Liquid assets","2012-06-10","2012-06-10","2012-06-10","USD","6153.05"
"Liquid assets","2012-06-11","2012-06-11","2012-06-11","USD","3728.73"
"Liquid assets","2012-06-12","2012-06-12","2012-06-12","USD","3728.73"
"Liquid assets","2012-06-13","2012-06-13","2012-06-13","USD","3728.73"
"Liquid assets","2012-06-14","2012-06-14","2012-06-14","USD","3728.73"
"Liquid assets","2012-06-15","2012-06-15","2012-06-15","USD","3728.73"
"Liquid assets","2012-06-16","2012-06-16","2012-06-16","USD","3728.73"
"Liquid assets","2012-06-17","2012-06-17","2012-06-17","USD","3728.73"
"Liquid assets","2012-06-18","2012-06-18","2012-06-18","USD","3728.73"
"Liquid assets","2012-06-19","2012-06-19","2012-06-19","USD","3728.73"
"Liquid assets","2012-06-20","2012-06-20","2012-06-20","USD","3728.73"
"Liquid assets","2012-06-21","2012-06-21","2012-06-21","USD","5083.95"
"Liquid assets","2012-06-22","2012-06-22","2012-06-22","USD","5603.99"
"Liquid assets","2012-06-23","2012-06-23","2012-06-23","USD","5603.99"
"Liquid assets","2012-06-24","2012-06-24","2012-06-24","USD","5603.99"
"Liquid assets","2012-06-25","2012-06-25","2012-06-25","USD","3822.34"
"Liquid assets","2012-06-26","2012-06-26","2012-06-26","USD","3822.34"
"Liquid assets","2012-06-27","2012-06-27","2012-06-27","USD","3822.34"
"Liquid assets","2012-06-28","2012-06-28","2012-06-28","USD","3822.34"
"Liquid assets","2012-06-29","2012-06-29","2012-06-29","USD","3822.34"
"Liquid assets","2012-06-30","2012-06-30","2012-06-30","USD","3822.34"
"Liquid assets","2012-07-01","2012-07-01","2012-07-01","USD","3822.34"
"Liquid assets","2012-07-02","2012-07-02","2012-07-02","USD","3822.34"
"Liquid assets","2012-07-03","2012-07-03","2012-07-03","USD","3822.34"
"Liquid assets","2012-07-04","2012-07-04","2012-07-04","USD","3818.34"
"Liquid assets","2012-07-05","2012-07-05","2012-07-05","USD","5173.56"
"Liquid assets","2012-07-06","2012-07-06","2012-07-06","USD","3373.56"
"Liquid assets","2012-07-07","2012-07-07","2012-07-07","USD","3373.56"
"Liquid assets","2012-07-08","2012-07-08","2012-07-08","USD","3373.56"
"Liquid assets","2012-07-09","2012-07-09","2012-07-09","USD","1526.67"
"Liquid assets","2012-07-10","2012-07-10","2012-07-10","USD","897.95"
"Liquid assets","2012-07-11","2012-07-11","2012-07-11","USD","897.95"
"Liquid assets","2012-07-12","2012-07-12","2012-07-12","USD","897.95"
"Liquid assets","2012-07-13","2012-07-13","2012-07-13","USD","897.95"
"Liquid assets","2012-07-14","2012-07-14","2012-07-14","USD","897.95"
"Liquid assets","2012-07-15","2012-07-15","2012-07-15","USD","897.95"
"Liquid assets","2012-07-16","2012-07-16","2012-07-16","USD","897.95"
"Liquid assets","2012-07-17","2012-07-17","2012-07-17","USD","897.95"
"Liquid assets","2012-07-18","2012-07-18","2012-07-18","USD","897.95"
"Liquid assets","2012-07-19","2012-07-19","2012-07-19","USD","3253.17"
"Liquid assets","2012-07-20","2012-07-20","2012-07-20","USD","3353.17"
"Liquid assets","2012-07-21","2012-07-21","2012-07-21","USD","3353.17"
"Liquid assets","2012-07-22","2012-07-22","2012-07-22","USD","3353.17"
"Liquid assets","2012-07-23","2012-07-23","2012-07-23","USD","2975.96"
"Liquid assets","2012-07-24","2012-07-24","2012-07-24","USD","2975.96"
"Liquid assets","2012-07-25","2012-07-25","2012-07-25","USD","2975.96"
"Liquid assets","2012-07-26","2012-07-26","2012-07-26","USD","2975.96"
"Liquid assets","2012-07-27","2012-07-27","2012-07-27","USD","2975.96"
"Liquid assets","2012-07-28","2012-07-28","2012-07-28","USD","2975.96"
"Liquid assets","2012-07-29","2012-07-29","2012-07-29","USD","2975.96"
"Liquid assets","2012-07-30","2012-07-30","2012-07-30","USD","2975.96"
"Liquid assets","2012-07-31","2012-07-31","2012-07-31","USD","2975.96"
"Liquid assets","2012-08-01","2012-08-01","2012-08-01","USD","2975.96"
"Liquid assets","2012-08-02","2012-08-02","2012-08-02","USD","5531.18"
"Liquid assets","2012-08-03","2012-08-03","2012-08-03","USD","5531.18"
"Liquid assets","2012-08-04","2012-08-04","2012-08-04","USD","3127.18"
"Liquid assets","2012-08-05","2012-08-05","2012-08-05","USD","3127.18"
"Liquid assets","2012-08-06","2012-08-06","2012-08-06","USD","3127.18"
"Liquid assets","2012-08-07","2012-08-07","2012-08-07","USD","3127.18"
"Liquid assets","2012-08-08","2012-08-08","2012-08-08","USD","3127.18"
"Liquid assets","2012-08-09","2012-08-09","2012-08-09","USD","3062.18"
"Liquid assets","2012-08-10","2012-08-10","2012-08-10","USD","3062.18"
"Liquid assets","2012-08-11","2012-08-11","2012-08-11","USD","2448.46"
"Liquid assets","2012-08-12","2012-08-12","2012-08-12","USD","2448.46"
"Liquid assets","2012-08-13","2012-08-13","2012-08-13","USD","2448.46"
"Liquid assets","2012-08-14","2012-08-14","2012-08-14","USD","2448.46"
"Liquid assets","2012-08-15","2012-08-15","2012-08-15","USD","2448.46"
"Liquid assets","2012-08-16","2012-08-16","2012-08-16","USD","5003.68"
"Liquid assets","2012-08-17","2012-08-17","2012-08-17","USD","5003.68"
"Liquid assets","2012-08-18","2012-08-18","2012-08-18","USD","5003.68"
"Liquid assets","2012-08-19","2012-08-19","2012-08-19","USD","5003.68"
"Liquid assets","2012-08-20","2012-08-20","2012-08-20","USD","5003.68"
"Liquid assets","2012-08-21","2012-08-21","2012-08-21","USD","5003.68"
"Liquid assets","2012-08-22","2012-08-22","2012-08-22","USD","4923.68"
"Liquid assets","2012-08-23","2012-08-23","2012-08-23","USD","4923.68"
"Liquid assets","2012-08-24","2012-08-24","2012-08-24","USD","4923.68"
"Liquid assets","2012-08-25","2012-08-25","2012-08-25","USD","4923.68"
"Liquid assets","2012-08-26","2012-08-26","2012-08-26","USD","4923.68"
"Liquid assets","2012-08-27","2012-08-27","2012-08-27","USD","4923.68"
"Liquid assets","2012-08-28","2012-08-28","2012-08-28","USD","4923.68"
"Liquid assets","2012-08-29","2012-08-29","2012-08-29","USD","4923.68"
"Liquid assets","2012-08-30","2012-08-30","2012-08-30","USD","7478.90"
"Liquid assets","2012-08-31","2012-08-31","2012-08-31","USD","7478.90"
"Liquid assets","2012-09-01","2012-09-01","2012-09-01","USD","7478.90"
"Liquid assets","2012-09-02","2012-09-02","2012-09-02","USD","7478.90"
"Liquid assets","2012-09-03","2012-09-03","2012-09-03","USD","7478.90"
"Liquid assets","2012-09-04","2012-09-04","2012-09-04","USD","7474.90"
"Liquid assets","2012-09-05","2012-09-05","2012-09-05","USD","5074.90"
"Liquid assets","2012-09-06","2012-09-06","2012-09-06","USD","5074.90"
"Liquid assets","2012-09-07","2012-09-07","2012-09-07","USD","5074.90"
"Liquid assets","2012-09-08","2012-09-08","2012-09-08","USD","5074.90"
"Liquid assets","2012-09-09","2012-09-09","2012-09-09","USD","4484.27"
"Liquid assets","2012-09-10","2012-09-10","2012-09-10","USD","4484.27"
"Liquid assets","2012-09-11","2012-09-11","2012-09-11","USD","4484.27"
"Liquid assets","2012-09-12","2012-09-12","2012-09-12","USD","4484.27"
"Liquid assets","2012-09-13","2012-09-13","2012-09-13","USD","7039.49"
"Liquid assets","2012-09-14","2012-09-14","2012-09-14","USD","7039.49"
"Liquid assets","2012-09-15","2012-09-15","2012-09-15","USD","7039.49"
"Liquid assets","2012-09-16","2012-09-16","2012-09-16","USD","7039.49"
"Liquid assets","2012-09-17","2012-09-17","2012-09-17","USD","7039.49"
"Liquid assets","2012-09-18","2012-09-18","2012-09-18","USD","3714.88"
"Liquid assets","2012-09-19","2012-09-19","2012-09-19","USD","3714.88"
"Liquid assets","2012-09-20","2012-09-20","2012-09-20","USD","3714.88"
"Liquid assets","2012-09-21","2012-09-21","2012-09-21","USD","3714.88"
"Liquid assets","2012-09-22","2012-09-22","2012-09-22","USD","3634.69"
"Liquid assets","2012-09-23","2012-09-23","2012-09-23","USD","3634.69"
"Liquid assets","2012-09-24","2012-09-24","2012-09-24","USD","3634.69"
"Liquid assets","2012-09-25","2012-09-25","2012-09-25","USD","3634.69"
"Liquid assets","2012-09-26","2012-09-26","2012-09-26","USD","3634.69"
"Liquid assets","2012-09-27","2012-09-27","2012-09-27","USD","6189.91"
"Liquid assets","2012-09-28","2012-09-28","2012-09-28","USD","6189.91"
"Liquid assets","2012-09-29","2012-09-29","2012-09-29","USD","6189.91"
"Liquid assets","2012-09-30","2012-09-30","2012-09-30","USD","6189.91"
"Liquid assets","2012-10-01","2012-10-01","2012-10-01","USD","6189.91"
"Liquid assets","2012-10-02","2012-10-02","2012-10-02","USD","6189.91"
"Liquid assets","2012-10-03","2012-10-03","2012-10-03","USD","3789.91"
"Liquid assets","2012-10-04","2012-10-04","2012-10-04","USD","3785.91"
"Liquid assets","2012-10-05","2012-10-05","2012-10-05","USD","3785.91"
"Liquid assets","2012-10-06","2012-10-06","2012-10-06","USD","3785.91"
"Liquid assets","2012-10-07","2012-10-07","2012-10-07","USD","3785.91"
"Liquid assets","2012-10-08","2012-10-08","2012-10-08","USD","3097.24"
"Liquid assets","2012-10-09","2012-10-09","2012-10-09","USD","3097.24"
"Liquid assets","2012-10-10","2012-10-10","2012-10-10","USD","3097.24"
"Liquid assets","2012-10-11","2012-10-11","2012-10-11","USD","5652.46"
"Liquid assets","2012-10-12","2012-10-12","2012-10-12","USD","5652.46"
"Liquid assets","2012-10-13","2012-10-13","2012-10-13","USD","5652.46"
"Liquid assets","2012-10-14","2012-10-14","2012-10-14","USD","5652.46"
"Liquid assets","2012-10-15","2012-10-15","2012-10-15","USD","5652.46"
"Liquid assets","2012-10-16","2012-10-16","2012-10-16","USD","5652.46"
"Liquid assets","2012-10-17","2012-10-17","2012-10-17","USD","5652.46"
"Liquid assets","2012-10-18","2012-10-18","2012-10-18","USD","5652.46"
"Liquid assets","2012-10-19","2012-10-19","2012-10-19","USD","5652.46"
"Liquid assets","2012-10-20","2012-10-20","2012-10-20","USD","5652.46"
"Liquid assets","2012-10-21","2012-10-21","2012-10-21","USD","5652.46"
"Liquid assets","2012-10-22","2012-10-22","2012-10-22","USD","5572.53"
"Liquid assets","2012-10-23","2012-10-23","2012-10-23","USD","5572.53"
"Liquid assets","2012-10-24","2012-10-24","2012-10-24","USD","5572.53"
"Liquid assets","2012-10-25","2012-10-25","2012-10-25","USD","3917.54"
"Liquid assets","2012-10-26","2012-10-26","2012-10-26","USD","3917.54"
"Liquid assets","2012-10-27","2012-10-27","2012-10-27","USD","3917.54"
"Liquid assets","2012-10-28","2012-10-28","2012-10-28","USD","3917.54"
"Liquid assets","2012-10-29","2012-10-29","2012-10-29","USD","3917.54"
"Liquid assets","2012-10-30","2012-10-30","2012-10-30","USD","3917.54"
"Liquid assets","2012-10-31","2012-10-31","2012-10-31","USD","3917.54"
"Liquid assets","2012-11-01","2012-11-01","2012-11-01","USD","3917.54"
"Liquid assets","2012-11-02","2012-11-02","2012-11-02","USD","3917.54"
"Liquid assets","2012-11-03","2012-11-03","2012-11-03","USD","3917.54"
"Liquid assets","2012-11-04","2012-11-04","2012-11-04","USD","3913.54"
"Liquid assets","2012-11-05","2012-11-05","2012-11-05","USD","1513.54"
"Liquid assets","2012-11-06","2012-11-06","2012-11-06","USD","1513.54"
"Liquid assets","2012-11-07","2012-11-07","2012-11-07","USD","1513.54"
"Liquid assets","2012-11-08","2012-11-08","2012-11-08","USD","3492.98"
"Liquid assets","2012-11-09","2012-11-09","2012-11-09","USD","3427.98"
"Liquid assets","2012-11-10","2012-11-10","2012-11-10","USD","3427.98"
"Liquid assets","2012-11-11","2012-11-11","2012-11-11","USD","3427.98"
"Liquid assets","2012-11-12","2012-11-12","2012-11-12","USD","3427.98"
"Liquid assets","2012-11-13","2012-11-13","2012-11-13","USD","3427.98"
"Liquid assets","2012-11-14","2012-11-14","2012-11-14","USD","3427.98"
"Liquid assets","2012-11-15","2012-11-15","2012-11-15","USD","3427.98"
"Liquid assets","2012-11-16","2012-11-16","2012-11-16","USD","3427.98"
"Liquid assets","2012-11-17","2012-11-17","2012-11-17","USD","3427.98"
"Liquid assets","2012-11-18","2012-11-18","2012-11-18","USD","3427.98"
"Liquid assets","2012-11-19","2012-11-19","2012-11-19","USD","3427.98"
"Liquid assets","2012-11-20","2012-11-20","2012-11-20","USD","3427.98"
"Liquid assets","2012-11-21","2012-11-21","2012-11-21","USD","3427.98"
"Liquid assets","2012-11-22","2012-11-22","2012-11-22","USD","5903.34"
"Liquid assets","2012-11-23","2012-11-23","2012-11-23","USD","5903.34"
"Liquid assets","2012-11-24","2012-11-24","2012-11-24","USD","5903.34"
"Liquid assets","2012-11-25","2012-11-25","2012-11-25","USD","5903.34"
"Liquid assets","2012-11-26","2012-11-26","2012-11-26","USD","5903.34"
"Liquid assets","2012-11-27","2012-11-27","2012-11-27","USD","5903.34"
"Liquid assets","2012-11-28","2012-11-28","2012-11-28","USD","5903.34"
"Liquid assets","2012-11-29","2012-11-29","2012-11-29","USD","5903.34"
"Liquid assets","2012-11-30","2012-11-30","2012-11-30","USD","5903.34"
"Liquid assets","2012-12-01","2012-12-01","2012-12-01","USD","5903.34"
"Liquid assets","2012-12-02","2012-12-02","2012-12-02","USD","5903.34"
"Liquid assets","2012-12-03","2012-12-03","2012-12-03","USD","3503.34"
"Liquid assets","2012-12-04","2012-12-04","2012-12-04","USD","3499.34"
"Liquid assets","2012-12-05","2012-12-05","2012-12-05","USD","3499.34"
"Liquid assets","2012-12-06","2012-12-06","2012-12-06","USD","6093.02"
"Liquid assets","2012-12-07","2012-12-07","2012-12-07","USD","5594.20"
"Liquid assets","2012-12-08","2012-12-08","2012-12-08","USD","5594.20"
"Liquid assets","2012-12-09","2012-12-09","2012-12-09","USD","5529.20"
"Liquid assets","2012-12-10","2012-12-10","2012-12-10","USD","5529.20"
"Liquid assets","2012-12-11","2012-12-11","2012-12-11","USD","5529.20"
"Liquid assets","2012-12-12","2012-12-12","2012-12-12","USD","5529.20"
"Liquid assets","2012-12-13","2012-12-13","2012-12-13","USD","5529.20"
"Liquid assets","2012-12-14","2012-12-14","2012-12-14","USD","5529.20"
"Liquid assets","2012-12-15","2012-12-15","2012-12-15","USD","5529.20"
"Liquid assets","2012-12-16","2012-12-16","2012-12-16","USD","5529.20"
"Liquid assets","2012-12-17","2012-12-17","2012-12-17","USD","5529.20"
"Liquid assets","2012-12-18","2012-12-18","2012-12-18","USD","5529.20"
"Liquid assets","2012-12-19","2012-12-19","2012-12-19","USD","5529.20"
"Liquid assets","2012-12-20","2012-12-20","2012-12-20","USD","8365.96"
"Liquid assets","2012-12-21","2012-12-21","2012-12-21","USD","8365.96"
"Liquid assets","2012-12-22","2012-12-22","2012-12-22","USD","8365.96"
"Liquid assets","2012-12-23","2012-12-23","2012-12-23","USD","8285.79"
"Liquid assets","2012-12-24","2012-12-24","2012-12-24","USD","8285.79"
"Liquid assets","2012-12-25","2012-12-25","2012-12-25","USD","8285.79"
"Liquid assets","2012-12-26","2012-12-26","2012-12-26","USD","8285.79"
"Liquid assets","2012-12-27","2012-12-27","2012-12-27","USD","8285.79"
"Liquid assets","2012-12-28","2012-12-28","2012-12-28","USD","8285.79"
"Liquid assets","2012-12-29","2012-12-29","2012-12-29","USD","8285.79"
"Liquid assets","2012-12-30","2012-12-30","2012-12-30","USD","8285.79"
"Liquid assets","2012-12-31","2012-12-31","2012-12-31","USD","8285.79"
"Liquid assets","2013-01-01","2013-01-01","2013-01-01","USD","25785.79"
